time,pv_production,wind_production,prob_precip_1h:p,clear_sky_rad:W,diffuse_rad:W,direct_rad:W,global_rad:W,sunshine_duration_1h:min,sun_azimuth:d,sun_elevation:d,low_cloud_cover:p,medium_cloud_cover:p,high_cloud_cover:p,effective_cloud_cover:p,temp,relative_humidity_2m:p,dew_point_2m:C,wind_speed_2m:ms,wind_dir_2m:d,t_10m:C,relative_humidity_10m:p,dew_point_10m:C,wind_speed_10m:ms,wind_dir_10m:d,t_50m:C,relative_humidity_50m:p,dew_point_50m:C,wind_speed_50m:ms,wind_dir_50m:d,t_100m:C,relative_humidity_100m:p,dew_point_100m:C,wind_speed_100m:ms,wind_dir_100m:d,total_production
2020-04-10 22:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,339.861,-17.014,11.5,2.6,0.0,13.9,-0.8,95.0,-1.5,1.2,230.3,-0.7,92.8,-1.7,1.8,230.3,-0.3,85.8,-2.4,2.7,242.9,-0.3,82.1,-3.0,3.5,258.6,0.0
2020-04-10 23:00:00,0.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,355.428,-18.452,16.6,1.3,0.0,17.7,-1.5,97.2,-1.9,1.2,221.0,-1.3,94.4,-2.1,1.7,221.0,-0.6,85.8,-2.7,2.6,233.9,-0.5,81.2,-3.3,3.2,250.1,1.73
2020-04-11 00:00:00,0.0,7.31,1.0,0.0,0.0,0.0,0.0,0.0,10.124,-17.778,7.1,0.6,0.0,7.7,-2.1,99.5,-2.1,1.2,216.5,-1.8,96.5,-2.3,1.7,216.5,-0.9,87.0,-2.8,2.4,228.6,-0.6,82.0,-3.3,2.8,243.6,7.31
2020-04-11 01:00:00,0.0,5.07,1.0,0.0,0.0,0.0,0.0,0.0,25.517,-15.721,4.7,0.0,0.0,4.7,-2.3,100.0,-2.3,1.3,205.5,-2.0,99.3,-2.1,1.9,205.5,-1.4,91.5,-2.6,2.6,210.1,-1.3,87.4,-3.1,3.0,215.9,5.07
2020-04-11 02:00:00,0.0,9.35,1.0,0.0,0.0,0.0,0.0,0.0,40.38,-12.066,1.9,0.1,0.3,2.1,-2.8,100.0,-2.8,1.4,197.6,-2.5,100.0,-2.5,2.0,197.6,-1.8,91.9,-2.9,2.8,199.2,-1.6,87.3,-3.4,3.5,201.3,9.35
2020-04-11 03:00:00,0.0,9.22,1.0,0.0,0.0,0.0,0.0,0.0,54.614,-7.114,25.5,0.0,50.9,44.5,-2.7,100.0,-2.7,1.2,192.3,-2.4,97.4,-2.8,1.7,192.3,-1.6,88.1,-3.3,2.7,192.4,-1.3,83.1,-3.8,3.5,192.5,9.22
2020-04-11 04:00:00,0.28225,15.67,1.0,0.0,0.0,0.0,0.0,0.0,68.316,-1.214,48.6,4.9,100.0,75.6,-2.4,96.7,-2.9,1.0,180.3,-2.1,93.7,-3.0,1.5,180.3,-1.2,84.4,-3.5,2.4,178.4,-1.0,79.2,-4.1,3.3,176.0,15.95225
2020-04-11 05:00:00,2.2968333,2.44,1.0,45.5,34.6,2.8,37.4,13.5,81.722,5.271,53.8,76.3,99.4,94.5,-1.6,95.0,-2.2,1.0,155.9,-1.4,92.3,-2.5,1.4,155.9,-0.9,83.4,-3.4,2.2,154.3,-0.8,78.0,-4.1,3.0,152.2,4.7368333
2020-04-11 06:00:00,5.8468333,0.12,1.0,153.4,91.0,17.2,108.2,2.3,95.161,11.982,31.2,96.1,100.0,98.7,-0.3,91.5,-1.6,1.0,115.2,-0.3,89.4,-1.8,1.4,115.2,-0.3,82.5,-2.9,2.2,118.8,-0.4,77.8,-3.8,2.8,123.3,5.9668333
2020-04-11 07:00:00,18.1848335,0.0,1.0,281.8,141.5,54.9,196.4,3.4,109.013,18.547,12.9,94.3,100.0,97.5,1.4,84.6,-1.0,1.0,100.3,1.3,84.1,-1.1,1.5,100.3,0.8,82.4,-1.8,2.1,107.1,0.5,80.6,-2.5,2.5,115.7,18.1848335
2020-04-11 08:00:00,31.379334,0.0,1.0,403.4,183.0,111.4,294.4,3.7,123.658,24.565,47.4,93.8,100.0,98.4,2.8,77.0,-0.8,1.4,86.4,2.7,77.1,-0.9,2.0,86.4,2.1,77.5,-1.4,2.4,89.7,1.6,77.4,-1.9,2.5,93.9,31.379334
2020-04-11 09:00:00,40.849916,0.0,1.0,503.4,192.9,211.0,403.8,3.0,139.404,29.595,10.4,95.0,100.0,97.8,4.6,69.0,-0.6,1.8,86.5,4.5,68.9,-0.7,2.6,86.5,3.9,68.6,-1.4,3.3,88.8,3.4,68.6,-1.8,3.3,91.7,40.849916
2020-04-11 10:00:00,43.281667,0.0,1.0,572.5,168.8,328.0,496.7,41.0,156.344,33.169,2.3,31.7,100.0,66.6,6.8,59.1,-0.6,1.7,88.3,6.7,58.8,-0.8,2.4,88.3,6.1,57.6,-1.6,3.0,91.8,5.5,58.0,-2.1,3.1,96.1,43.281667
2020-04-11 11:00:00,37.821083,0.0,1.0,604.8,198.3,310.0,508.3,48.6,174.201,34.879,1.4,19.0,100.0,60.1,8.2,52.9,-0.8,1.4,85.8,8.1,52.3,-1.1,2.0,85.8,7.6,50.1,-2.1,2.4,91.4,7.1,49.6,-2.8,2.3,98.3,37.821083
2020-04-11 12:00:00,39.090916,0.0,1.0,597.6,231.0,151.2,382.3,51.8,192.314,34.497,0.0,13.7,100.0,56.8,9.0,48.9,-1.2,1.4,74.5,8.9,47.9,-1.5,2.0,74.5,8.5,45.0,-2.7,2.3,80.1,8.0,43.8,-3.5,2.3,87.1,39.090916
2020-04-11 13:00:00,30.545416000000003,0.0,1.0,551.5,206.8,27.5,234.3,2.0,209.899,32.075,0.0,96.7,100.0,98.3,7.9,53.9,-0.8,1.7,119.8,7.9,52.7,-1.2,2.5,119.8,7.6,49.1,-2.4,3.3,126.0,7.2,47.5,-3.2,3.6,133.7,30.545416000000003
2020-04-11 14:00:00,17.48075,0.0,1.0,470.4,181.3,11.5,192.7,3.6,226.418,27.923,0.0,93.9,100.0,97.0,7.9,56.4,-0.2,1.8,130.5,7.9,55.0,-0.6,2.5,130.5,7.7,50.5,-1.9,3.4,136.8,7.4,48.2,-2.8,3.9,144.6,17.48075
2020-04-11 15:00:00,12.029,0.0,1.0,361.3,152.7,10.4,163.1,0.7,241.741,22.484,0.0,98.8,100.0,99.4,7.8,57.4,-0.1,2.1,145.1,7.7,56.3,-0.4,3.0,145.1,7.6,52.6,-1.5,4.0,149.0,7.2,50.9,-2.3,4.6,154.0,12.029
2020-04-11 16:00:00,6.0363333,0.37,1.0,235.2,108.7,4.8,113.5,0.0,256.058,16.219,0.3,100.0,100.0,100.0,7.4,61.5,0.5,2.0,144.7,7.4,60.5,0.2,2.8,144.7,7.2,57.4,-0.7,3.9,149.4,6.8,55.8,-1.4,4.6,155.2,6.4063333
2020-04-11 17:00:00,1.7774999,17.27,1.0,109.9,53.5,0.6,54.2,0.0,269.716,9.557,0.0,100.0,100.0,100.0,6.9,65.6,0.9,1.8,143.8,6.9,64.6,0.7,2.5,143.8,6.8,61.3,-0.2,3.7,150.2,6.5,59.6,-0.8,4.7,158.3,19.0474999
2020-04-11 18:00:00,0.0134999999999999,31.3,1.0,21.2,9.8,0.0,9.8,0.0,283.102,2.886,4.5,100.0,100.0,100.0,6.1,69.3,0.9,1.7,149.1,6.1,68.5,0.7,2.4,149.1,6.0,65.7,0.1,3.7,155.8,5.8,64.3,-0.4,4.8,164.3,31.3135
2020-04-11 19:00:00,0.0,46.59,1.0,0.0,0.0,0.0,0.0,0.0,296.58,-3.43,61.3,100.0,100.0,100.0,5.5,75.5,1.5,1.8,146.8,5.5,75.3,1.4,2.5,146.8,5.3,74.4,1.1,3.7,153.2,4.9,74.1,0.7,4.7,161.2,46.59
2020-04-11 20:00:00,0.0,22.06,1.0,0.0,0.0,0.0,0.0,0.0,310.453,-9.029,22.5,100.0,100.0,100.0,4.5,82.6,1.8,2.0,149.7,4.5,82.3,1.8,2.8,149.7,4.5,80.8,1.4,4.2,156.8,4.3,79.4,1.0,5.3,165.6,22.06
2020-04-11 21:00:00,0.0,2.53,1.0,0.0,0.0,0.0,0.0,0.0,324.912,-13.552,25.7,93.6,99.7,97.6,3.9,87.7,2.0,1.6,170.6,3.9,87.2,2.0,2.3,170.6,4.0,85.1,1.8,3.7,176.5,4.0,82.9,1.4,5.0,184.0,2.53
2020-04-11 22:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,339.988,-16.66,75.2,98.5,99.4,99.8,3.4,93.2,2.4,1.7,162.6,3.6,92.1,2.4,2.5,162.6,4.0,87.5,2.2,4.0,169.5,4.3,83.8,1.8,5.4,178.2,0.0
2020-04-11 23:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,355.511,-18.086,77.8,79.9,96.2,97.7,3.6,90.3,2.2,1.6,178.6,3.8,89.5,2.2,2.3,178.6,4.3,86.1,2.2,3.7,180.2,4.5,82.9,1.9,5.2,182.1,0.0
2020-04-12 00:00:00,0.0,2.44,1.0,0.0,0.0,0.0,0.0,0.0,10.16,-17.408,87.6,82.8,99.0,98.9,3.9,86.3,1.8,1.6,176.1,4.1,85.0,1.8,2.3,176.1,4.8,79.9,1.7,3.9,177.7,5.3,75.3,1.3,5.5,179.7,2.44
2020-04-12 01:00:00,0.0,17.29,1.0,0.0,0.0,0.0,0.0,0.0,25.508,-15.349,87.5,100.0,99.4,100.0,3.8,87.2,1.9,1.6,192.3,4.1,85.8,1.9,2.2,192.3,5.0,80.2,1.9,3.6,191.9,5.6,75.4,1.6,4.9,191.5,17.29
2020-04-12 02:00:00,0.0,26.39,11.2,0.0,0.0,0.0,0.0,0.0,40.333,-11.697,96.6,99.4,100.0,100.0,4.0,87.5,2.1,1.8,196.0,4.2,86.2,2.1,2.7,196.0,5.2,80.9,2.2,4.3,195.6,5.8,76.3,2.0,5.8,195.0,26.39
2020-04-12 03:00:00,0.0,22.93,28.9,0.0,0.0,0.0,0.0,0.0,54.539,-6.75,99.0,99.0,100.0,100.0,4.1,88.5,2.4,1.8,193.9,4.4,87.4,2.5,2.6,193.9,5.3,83.2,2.7,4.2,195.6,5.8,79.6,2.5,5.8,197.7,22.93
2020-04-12 04:00:00,0.1065455,72.95,18.9,0.0,0.0,0.0,0.0,0.0,68.22,-0.856,96.5,92.2,99.2,99.9,4.2,88.8,2.5,1.5,176.1,4.4,87.7,2.6,2.2,176.1,5.2,83.3,2.6,3.7,180.8,5.6,79.6,2.4,5.2,186.8,73.0565455
2020-04-12 05:00:00,1.0406667,54.24,7.6,49.9,8.1,0.1,8.2,0.0,81.615,5.627,90.1,100.0,99.2,100.0,4.1,91.2,2.8,1.9,189.9,4.3,89.6,2.8,2.8,189.9,5.1,83.5,2.6,4.5,192.2,5.5,78.8,2.2,6.2,195.1,55.280666700000005
2020-04-12 06:00:00,3.65325,29.17,26.2,160.0,23.8,0.5,24.3,1.4,95.051,12.338,51.7,97.7,99.2,99.4,4.6,88.7,2.9,2.7,195.1,4.8,87.7,2.9,3.8,195.1,5.3,84.1,2.9,5.9,199.8,5.5,81.1,2.6,7.6,205.6,32.82325
2020-04-12 07:00:00,2.7974167000000003,71.61,6.6,288.9,49.2,2.3,51.5,1.9,108.909,18.905,77.8,96.8,92.8,99.6,5.5,85.9,3.4,3.1,205.0,5.7,85.0,3.3,4.5,205.0,6.0,81.8,3.2,6.6,207.9,6.1,79.0,2.8,8.2,211.5,74.4074167
2020-04-12 08:00:00,4.5633332,106.44,1.0,410.4,72.4,2.6,75.0,2.0,123.572,24.928,96.2,96.6,85.0,99.9,6.0,84.6,3.6,4.5,230.3,6.0,84.1,3.5,6.5,230.3,6.0,82.4,3.2,9.0,232.3,5.7,81.0,2.7,10.7,234.8,111.0033332
2020-04-12 09:00:00,4.1954166,75.0,1.0,510.3,71.0,2.5,73.5,0.7,139.35,29.963,98.8,96.6,38.4,100.0,5.4,88.8,3.7,4.8,248.8,5.3,89.1,3.7,6.9,248.8,4.9,90.3,3.5,9.4,250.7,4.5,91.2,3.2,10.9,253.1,79.1954166
2020-04-12 10:00:00,11.6250002,88.93,1.0,579.2,74.3,2.3,76.6,0.0,156.34,33.541,81.7,100.0,6.8,100.0,4.5,93.8,3.6,4.7,278.4,4.4,94.1,3.5,6.7,278.4,3.9,95.2,3.2,9.4,281.2,3.4,96.0,2.9,11.2,284.6,100.55500020000001
2020-04-12 11:00:00,8.0990833,79.32,1.0,611.3,119.4,37.5,156.9,8.0,174.259,35.247,48.4,86.7,0.0,93.1,4.6,87.6,2.8,4.7,289.1,4.5,87.7,2.7,6.7,289.1,4.1,88.1,2.3,9.3,290.8,3.6,88.3,1.9,11.1,293.0,87.4190833
2020-04-12 12:00:00,14.023499500000003,75.23,1.0,604.0,135.9,58.5,194.4,15.4,192.435,34.855,57.6,74.3,0.1,89.1,4.5,87.6,2.7,4.4,295.5,4.4,87.9,2.6,6.4,295.5,3.8,89.0,2.1,8.5,296.2,3.2,90.0,1.7,9.6,297.0,89.2534995
2020-04-12 13:00:00,4.271999800000001,84.37,1.0,557.8,129.4,33.2,162.7,3.9,210.07,32.417,56.0,93.5,35.7,97.6,3.4,88.3,1.7,3.8,303.6,3.2,88.7,1.6,5.4,303.6,2.6,90.4,1.2,7.4,304.7,2.1,91.7,0.9,8.6,306.1,88.64199980000001
2020-04-12 14:00:00,5.0026666,65.24,1.0,476.6,105.6,30.3,135.9,1.2,226.622,28.248,77.9,98.0,36.9,99.6,2.4,95.5,1.7,3.9,295.9,2.3,95.4,1.6,5.6,295.9,1.9,94.9,1.1,7.7,296.5,1.4,94.6,0.7,9.1,297.3,70.24266659999999
2020-04-12 15:00:00,2.1878334,75.61,1.0,367.4,56.0,14.6,70.6,0.0,241.963,22.794,95.6,100.0,17.8,100.0,2.0,98.4,1.8,3.8,284.5,1.9,98.3,1.7,5.5,284.5,1.4,98.1,1.1,7.6,285.9,0.9,97.9,0.6,9.1,287.6,77.7978334
2020-04-12 16:00:00,1.5778333,72.98,1.0,241.0,42.6,3.5,46.1,1.2,256.286,16.52,77.1,97.9,77.8,99.7,1.6,95.0,0.9,3.8,281.4,1.5,95.0,0.8,5.5,281.4,1.1,95.1,0.4,7.4,283.0,0.7,95.3,0.0,8.5,285.1,74.5578333
2020-04-12 17:00:00,0.0533334,85.49,1.0,114.9,23.8,2.1,25.9,1.1,269.942,9.855,87.8,98.1,74.5,99.9,1.5,91.4,0.3,3.7,307.3,1.4,91.7,0.2,5.4,307.3,1.1,93.0,0.1,7.3,308.9,0.6,94.2,-0.2,8.5,310.8,85.5433334
2020-04-12 18:00:00,0.0,106.8,5.2,23.7,8.9,0.2,9.1,0.0,283.321,3.186,23.0,100.0,85.6,100.0,1.3,89.4,-0.2,5.3,336.0,1.2,89.4,-0.3,7.5,336.0,0.8,89.3,-0.8,10.1,337.2,0.3,89.3,-1.2,11.4,338.7,106.8
2020-04-12 19:00:00,0.0,13.73,17.5,0.0,0.0,0.0,0.0,0.0,296.787,-3.121,6.9,100.0,69.4,100.0,1.3,80.7,-1.6,6.2,318.2,1.2,80.6,-1.7,8.9,318.2,0.7,80.3,-2.3,12.0,319.2,0.2,80.2,-2.8,13.8,320.4,13.73
2020-04-12 20:00:00,0.0,161.84,25.9,0.0,0.0,0.0,0.0,0.0,310.641,-8.708,19.5,98.9,95.4,99.5,1.8,71.3,-2.9,6.0,306.3,1.7,70.9,-3.0,8.6,306.3,1.3,69.6,-3.6,11.6,307.6,0.9,68.9,-4.2,13.4,309.2,161.84
2020-04-12 21:00:00,0.0,117.8,17.5,0.0,0.0,0.0,0.0,0.0,325.073,-13.215,40.9,99.2,85.5,99.7,1.3,75.3,-2.6,6.3,295.7,1.3,75.0,-2.7,9.0,295.7,0.8,74.2,-3.2,12.1,296.5,0.4,74.2,-3.7,13.8,297.5,117.8
2020-04-12 22:00:00,0.0,23.11,3.5,0.0,0.0,0.0,0.0,0.0,340.113,-16.308,60.6,74.7,46.9,92.4,0.9,82.9,-1.6,5.5,292.7,0.8,82.9,-1.7,8.0,292.7,0.4,83.2,-2.2,10.7,293.8,-0.1,83.9,-2.5,12.2,295.3,23.11
2020-04-12 23:00:00,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,355.591,-17.723,87.3,97.1,81.0,99.8,1.5,75.5,-2.4,6.6,317.1,1.4,75.4,-2.5,9.5,317.1,0.9,75.2,-3.0,12.7,318.3,0.4,75.7,-3.4,14.6,319.9,0.0
2020-04-13 00:00:00,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,10.195,-17.04,50.7,100.0,91.4,100.0,0.9,84.6,-1.4,8.0,328.7,0.8,84.6,-1.5,11.4,328.7,0.3,84.6,-2.0,15.3,329.5,-0.2,85.1,-2.4,17.4,330.4,0.0
2020-04-13 01:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.499,-14.981,64.1,85.8,46.9,96.1,0.8,83.5,-1.6,7.2,317.1,0.7,83.5,-1.8,10.3,317.1,0.2,83.8,-2.2,13.8,318.1,-0.3,84.8,-2.6,15.7,319.3,0.0
2020-04-13 02:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.285,-11.332,38.3,65.3,30.6,81.9,0.5,82.9,-2.0,7.4,321.4,0.4,82.9,-2.2,10.6,321.4,-0.1,83.1,-2.6,14.1,322.0,-0.6,84.1,-3.0,16.0,322.6,0.0
2020-04-13 03:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.462,-6.389,49.2,54.6,4.7,77.5,0.6,80.4,-2.4,6.6,319.2,0.5,80.4,-2.5,9.5,319.2,-0.0,80.6,-3.0,12.7,320.0,-0.6,81.7,-3.3,14.5,321.0,0.0
2020-04-13 04:00:00,0.022,0.0,1.0,0.0,0.0,0.0,0.0,2.2,68.124,-0.499,45.6,44.1,0.0,69.6,0.8,76.8,-2.9,6.1,320.6,0.7,76.6,-3.0,8.7,320.6,0.2,76.4,-3.5,11.7,321.4,-0.3,77.0,-3.8,13.4,322.5,0.022
2020-04-13 05:00:00,0.6612501,18.19,1.0,54.5,26.9,13.1,40.0,30.8,81.507,5.98,34.5,48.7,0.0,66.4,0.6,77.3,-2.9,6.2,324.6,0.5,77.2,-3.0,8.9,324.6,0.1,76.7,-3.5,11.9,325.2,-0.5,77.2,-3.9,13.5,326.0,18.8512501
2020-04-13 06:00:00,3.5331667,124.31,1.0,166.5,64.7,45.9,110.6,27.0,94.94,12.69,55.0,49.2,0.0,77.2,0.5,82.3,-2.2,6.1,322.0,0.4,82.3,-2.3,8.8,322.0,-0.1,82.4,-2.8,11.7,322.6,-0.7,83.4,-3.1,13.2,323.4,127.8431667
2020-04-13 07:00:00,4.2135,0.0,1.0,295.9,92.3,69.6,161.9,30.2,108.804,19.26,49.7,49.2,0.0,74.5,0.9,77.5,-2.6,6.1,314.6,0.8,77.5,-2.7,8.8,314.6,0.1,77.9,-3.3,11.6,315.1,-0.5,79.2,-3.7,13.0,315.7,4.2135
2020-04-13 08:00:00,20.5483335,0.0,1.0,417.4,112.5,95.3,207.8,23.7,123.484,25.289,18.9,60.5,0.0,68.0,1.2,72.2,-3.2,6.3,320.7,1.1,72.1,-3.4,9.0,320.7,0.4,72.2,-4.0,11.8,321.1,-0.2,72.9,-4.5,13.1,321.6,20.5483335
2020-04-13 09:00:00,28.013583000000004,115.13,1.0,517.2,151.9,129.7,281.6,29.4,139.296,30.329,45.1,51.1,0.0,73.1,1.6,70.8,-3.1,5.4,315.0,1.5,70.7,-3.3,7.8,315.0,0.8,71.4,-3.8,10.3,315.8,0.1,72.4,-4.3,11.5,316.9,143.143583
2020-04-13 10:00:00,35.931417,131.56,1.0,585.9,180.9,137.5,318.4,17.9,156.335,33.909,30.8,70.2,0.0,79.4,2.0,70.4,-2.8,5.5,319.3,1.8,70.3,-3.0,7.9,319.3,1.1,71.2,-3.6,10.3,319.7,0.4,72.4,-4.0,11.4,320.2,167.491417
2020-04-13 11:00:00,44.435667,122.09,1.0,617.8,183.4,180.9,364.3,19.2,174.316,35.613,32.8,68.1,0.0,78.5,2.0,68.0,-3.2,5.4,322.5,1.9,67.8,-3.4,7.7,322.5,1.2,68.2,-4.0,10.1,323.4,0.5,69.2,-4.5,11.1,324.5,166.525667
2020-04-13 12:00:00,47.655416,117.84,1.0,610.3,177.8,199.5,377.3,14.4,192.554,35.21,22.4,75.9,0.0,81.3,2.0,62.2,-4.5,5.9,323.6,1.8,61.9,-4.7,8.4,323.6,1.2,61.5,-5.4,11.0,323.8,0.5,62.1,-5.9,12.1,324.1,165.495416
2020-04-13 13:00:00,33.981083,150.2,1.0,564.0,148.6,237.3,385.9,37.9,210.241,32.757,36.8,36.5,0.0,59.9,2.2,62.4,-4.2,6.0,322.5,2.1,62.0,-4.4,8.6,322.5,1.5,60.8,-5.2,11.3,323.2,0.9,61.2,-5.7,12.5,324.1,184.181083
2020-04-13 14:00:00,31.961,115.33,1.0,482.7,136.0,228.5,364.4,33.5,226.826,28.57,18.3,44.2,0.0,54.4,2.9,57.0,-4.8,5.6,320.6,2.8,56.5,-5.0,8.0,320.6,2.2,55.1,-5.9,10.5,321.3,1.6,55.4,-6.4,11.7,322.1,147.291
2020-04-13 15:00:00,15.9455835,156.68,1.0,373.4,125.7,117.6,243.2,24.8,242.183,23.101,58.7,52.8,2.1,80.7,2.5,55.1,-5.6,5.3,321.7,2.4,54.6,-5.8,7.7,321.7,1.9,53.2,-6.7,10.1,322.0,1.3,53.4,-7.1,11.2,322.4,172.6255835
2020-04-13 16:00:00,7.4665833,137.9,1.0,246.8,98.7,59.0,157.7,14.1,256.511,16.818,75.5,76.4,78.5,96.5,1.9,64.1,-4.2,4.2,315.4,1.8,63.6,-4.4,6.0,315.4,1.3,62.0,-5.2,8.0,316.2,0.8,62.5,-5.6,9.0,317.1,145.3665833
2020-04-13 17:00:00,1.3751667,147.14,1.0,120.0,53.3,23.4,76.8,25.0,270.166,10.15,57.7,58.4,79.8,89.4,1.7,67.0,-3.8,4.4,313.4,1.6,66.6,-3.9,6.4,313.4,1.2,65.3,-4.6,8.5,314.3,0.7,65.9,-5.0,9.7,315.4,148.51516669999998
2020-04-13 18:00:00,0.12375,77.9,1.0,26.4,12.0,2.3,14.3,10.4,283.537,3.485,82.7,80.4,92.4,98.2,1.4,68.9,-3.7,4.4,311.1,1.3,68.4,-3.9,6.3,311.1,0.9,67.0,-4.5,8.5,312.1,0.4,67.6,-4.9,9.7,313.4,78.02375
2020-04-13 19:00:00,0.0,98.85,1.0,0.0,0.0,0.0,0.0,6.0,296.991,-2.814,76.7,85.6,19.1,97.0,1.1,67.8,-4.2,3.0,303.5,1.0,67.2,-4.4,4.3,303.5,0.7,65.1,-5.1,5.9,305.3,0.3,64.5,-5.6,7.0,307.5,98.85
2020-04-13 20:00:00,0.0,100.44,1.0,0.0,0.0,0.0,0.0,0.0,310.826,-8.388,73.0,85.7,18.8,96.5,1.0,64.6,-4.9,2.9,295.7,1.0,63.9,-5.1,4.2,295.7,0.7,61.4,-5.8,5.9,297.8,0.3,60.6,-6.4,7.1,300.5,100.44
2020-04-13 21:00:00,0.0,78.21,1.0,0.0,0.0,0.0,0.0,0.0,325.232,-12.88,94.8,87.0,3.8,99.3,0.9,67.0,-4.5,2.9,300.9,0.8,66.4,-4.7,4.1,300.9,0.5,64.5,-5.4,5.7,302.2,0.2,64.4,-5.8,6.8,303.8,78.21
2020-04-13 22:00:00,0.0,64.31,1.0,0.0,0.0,0.0,0.0,0.0,340.236,-15.959,57.8,72.3,0.2,88.3,0.5,73.7,-3.7,2.6,289.3,0.4,73.2,-3.8,3.7,289.3,0.1,71.4,-4.5,5.3,291.8,-0.3,71.8,-4.8,6.3,294.8,64.31
2020-04-13 23:00:00,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,355.67,-17.362,93.0,86.8,1.8,99.1,0.3,76.1,-3.4,2.3,253.1,0.2,75.6,-3.6,3.2,253.1,-0.0,73.9,-4.1,4.6,258.6,-0.3,73.1,-4.5,5.7,265.5,44.0
2020-04-14 00:00:00,0.0,65.48,1.0,0.0,0.0,0.0,0.0,0.0,10.229,-16.676,61.0,65.4,73.9,91.5,0.2,77.3,-3.3,2.3,249.6,0.1,76.9,-3.4,3.3,249.6,-0.1,75.5,-3.9,4.8,255.6,-0.4,74.9,-4.3,5.9,263.2,65.48
2020-04-14 01:00:00,0.0,20.57,1.0,0.0,0.0,0.0,0.0,0.0,25.488,-14.615,98.0,96.1,3.0,99.9,0.6,82.3,-2.0,2.0,266.5,0.6,82.0,-2.1,2.9,266.5,0.4,81.2,-2.5,4.1,270.2,0.0,82.4,-2.6,5.1,274.8,20.57
2020-04-14 02:00:00,0.0,4.15,1.0,0.0,0.0,0.0,0.0,0.0,40.237,-10.969,97.0,100.0,97.4,100.0,0.9,86.9,-1.0,1.8,262.4,0.8,86.7,-1.1,2.5,262.4,0.5,86.6,-1.4,3.6,263.9,0.2,87.8,-1.6,4.4,265.9,4.15
2020-04-14 03:00:00,0.0,21.14,1.0,0.0,0.0,0.0,0.0,0.0,54.386,-6.031,98.5,100.0,80.4,100.0,0.8,88.9,-0.8,1.4,216.1,0.7,88.7,-0.9,2.0,216.1,0.5,88.7,-1.2,3.0,221.1,0.1,89.3,-1.4,3.7,227.4,21.14
2020-04-14 04:00:00,0.0,15.92,1.0,0.0,0.0,0.0,0.0,0.0,68.028,-0.146,93.3,100.0,99.6,100.0,1.0,87.2,-0.9,2.0,221.2,1.0,87.0,-0.9,2.8,221.2,0.8,86.9,-1.2,4.2,229.0,0.5,87.4,-1.3,5.4,238.8,15.92
2020-04-14 05:00:00,0.5425,11.28,1.0,59.2,10.9,0.0,10.9,0.0,81.4,6.33,93.8,100.0,98.0,100.0,1.7,87.5,-0.2,2.6,243.0,1.6,87.4,-0.3,3.8,243.0,1.4,87.5,-0.4,5.6,247.1,1.2,88.1,-0.6,7.1,252.3,11.8225
2020-04-14 06:00:00,2.6970001,12.35,1.0,173.0,27.4,0.1,27.4,0.4,94.829,13.04,95.0,99.4,76.2,100.0,2.0,87.5,0.2,2.8,240.2,2.0,87.4,0.1,4.0,240.2,1.8,87.5,-0.1,5.8,243.9,1.5,87.9,-0.3,7.2,248.4,15.0470001
2020-04-14 07:00:00,7.040750000000001,12.05,1.0,302.8,43.4,0.3,43.7,0.4,108.698,19.613,97.2,99.4,54.0,100.0,2.0,92.0,0.9,1.8,224.0,1.9,92.1,0.8,2.6,224.0,1.7,92.5,0.6,3.8,229.9,1.3,92.9,0.3,4.9,237.2,19.09075
2020-04-14 08:00:00,11.1373333,20.72,1.0,424.4,56.5,5.9,62.4,0.4,123.396,25.646,92.7,99.4,85.6,100.0,2.2,92.3,1.1,1.9,222.0,2.2,92.3,1.1,2.7,222.0,1.9,92.5,0.8,4.0,227.6,1.5,92.7,0.5,5.1,234.7,31.8573333
2020-04-14 09:00:00,14.167833000000002,26.66,1.0,524.0,75.4,11.2,86.6,0.4,139.24,30.692,96.9,99.4,97.0,100.0,2.9,88.4,1.2,2.0,226.3,2.8,88.5,1.1,2.8,226.3,2.4,88.8,0.7,4.1,230.8,1.9,89.2,0.4,5.1,236.3,40.827833
2020-04-14 10:00:00,9.8043333,23.84,1.0,592.5,85.5,6.8,92.3,0.6,156.328,34.275,98.0,99.0,99.6,100.0,3.3,87.4,1.4,1.8,202.3,3.2,87.5,1.3,2.5,202.3,2.7,88.2,0.9,3.6,209.5,2.2,88.9,0.6,4.4,218.4,33.6443333
